SuburbName,ZipCodeNumber,StateCode
CLUMBER,4309,QLD
FASSIFERN,4309,QLD
FASSIFERN VALLEY,4309,QLD
FRAZERVIEW,4309,QLD
KALBAR,4309,QLD
KENTS LAGOON,4309,QLD
KULGUN,4309,QLD
MILORA,4309,QLD
MOOGERAH,4309,QLD
MORWINCHA,4309,QLD
MOUNT EDWARDS,4309,QLD
MUNBILLA,4309,QLD
OBUM OBUM,4309,QLD
TAROME,4309,QLD
TEVIOTVILLE,4309,QLD
ALLANDALE,4310,QLD
ANTHONY,4310,QLD
BLANTYRE,4310,QLD
BOONAH,4310,QLD
BUNBURRA,4310,QLD
BUNJURGEN,4310,QLD
BURNETT CREEK,4310,QLD
CANNON CREEK,4310,QLD
CARNEYS CREEK,4310,QLD
COOCHIN,4310,QLD
COULSON,4310,QLD
CROFTBY,4310,QLD
DUGANDAN,4310,QLD
FRENCHES CREEK,4310,QLD
HOYA,4310,QLD
KENTS POCKET,4310,QLD
MAROON,4310,QLD
MILBONG,4310,QLD
MILFORD,4310,QLD
MOUNT ALFORD,4310,QLD
MOUNT FRENCH,4310,QLD
ROADVALE,4310,QLD
TEMPLIN,4310,QLD
WALLACES CREEK,4310,QLD
WOOLOOMAN,4310,QLD
WYARALONG,4310,QLD
ATKINSONS DAM,4311,QLD
BRIGHTVIEW,4311,QLD
BUARABA,4311,QLD
BUARABA SOUTH,4311,QLD
CHURCHABLE,4311,QLD
CLARENDON,4311,QLD
COOLANA,4311,QLD
COOMINYA,4311,QLD
LOCKYER WATERS,4311,QLD
LOWOOD,4311,QLD
MINDEN,4311,QLD
MOUNT TARAMPA,4311,QLD
PATRICK ESTATE,4311,QLD
PRENZLAU,4311,QLD
RIFLE RANGE,4311,QLD
TARAMPA,4311,QLD
WIVENHOE HILL,4311,QLD
BRYDEN,4312,QLD
CABOONBAH,4312,QLD
COAL CREEK,4312,QLD
CROSSDALE,4312,QLD
ESK,4312,QLD
ESKDALE,4312,QLD
GLEN ESK,4312,QLD
MOOMBRA,4312,QLD
MOUNT BYRON,4312,QLD
MOUNT HALLEN,4312,QLD
MURRUMBA,4312,QLD
REDBANK CREEK,4312,QLD
SOMERSET DAM,4312,QLD
BIARRA,4313,QLD
BRAEMORE,4313,QLD
COOEEIMBARDI,4313,QLD
CRESSBROOK,4313,QLD
FULHAM,4313,QLD
GREGORS CREEK,4313,QLD
IVORY CREEK,4313,QLD
LOWER CRESSBROOK,4313,QLD
MOUNT BEPPO,4313,QLD
OTTABA,4313,QLD
SCRUB CREEK,4313,QLD
TOOGOOLAWAH,4313,QLD
YIMBUN,4313,QLD
ASHWELL,4340,QLD
CALVERT,4340,QLD
EBENEZER,4340,QLD
GRANDCHESTER,4340,QLD
JEEBROPILLY,4340,QLD
LANEFIELD,4340,QLD
LOWER MOUNT WALKER,4340,QLD
MERRYVALE,4340,QLD
MOORANG,4340,QLD
MOUNT FORBES,4340,QLD
MOUNT MORT,4340,QLD
MOUNT WALKER,4340,QLD
MOUNT WALKER WEST,4340,QLD
ROSEVALE,4340,QLD
ROSEWOOD,4340,QLD
TALLEGALLA,4340,QLD
THE BLUFF,4340,QLD
WOOLSHED,4340,QLD
CROWLEY VALE,4342,QLD
FOREST HILL,4342,QLD
GLEN CAIRN,4342,QLD
GLENORE GROVE,4342,QLD
LOCKROSE,4342,QLD
LYNFORD,4342,QLD
ADARE,4343,QLD
BLACK DUCK CREEK,4343,QLD
CAFFEY,4343,QLD
COLLEGE VIEW,4343,QLD
EAST HALDON,4343,QLD
FORDSDALE,4343,QLD
GATTON,4343,QLD
INGOLDSBY,4343,QLD
JUNCTION VIEW,4343,QLD
LAKE CLARENDON,4343,QLD
LAWES,4343,QLD
LEFTHAND BRANCH,4343,QLD
LOWER TENTHILL,4343,QLD
MORTON VALE,4343,QLD
MOUNT SYLVIA,4343,QLD
PLACID HILLS,4343,QLD
RINGWOOD,4343,QLD
ROCKSIDE,4343,QLD
ROPELEY,4343,QLD
SPRING CREEK,4343,QLD
UPPER TENTHILL,4343,QLD
VINEGAR HILL,4343,QLD
WOODBINE,4343,QLD
WOODLANDS,4343,QLD
GATTON COLLEGE,4345,QLD
MARBURG,4346,QLD
ATHOL,4350,QLD
BLUE MOUNTAIN HEIGHTS,4350,QLD
CENTENARY HEIGHTS,4350,QLD
CHARLTON,4350,QLD
CLIFFORD GARDENS,4350,QLD
COTSWOLD HILLS,4350,QLD
CRANLEY,4350,QLD
DARLING HEIGHTS,4350,QLD
DRAYTON,4350,QLD
DRAYTON NORTH,4350,QLD
EAST TOOWOOMBA,4350,QLD
FINNIE,4350,QLD
GLENVALE,4350,QLD
GOWRIE MOUNTAIN,4350,QLD
HARLAXTON,4350,QLD
HARRISTOWN,4350,QLD
KEARNEYS SPRING,4350,QLD
MIDDLE RIDGE,4350,QLD
MOUNT KYNOCH,4350,QLD
MOUNT LOFTY,4350,QLD
MOUNT RASCAL,4350,QLD
NEWTOWN,4350,QLD
NORTH TOOWOOMBA,4350,QLD
NORTHLANDS,4350,QLD
PRINCE HENRY HEIGHTS,4350,QLD
RANGEVILLE,4350,QLD
REDWOOD,4350,QLD
ROCKVILLE,4350,QLD
SOUTH TOOWOOMBA,4350,QLD
SOUTHTOWN,4350,QLD
TOOWOOMBA,4350,QLD
TOOWOOMBA BC,4350,QLD
TOOWOOMBA CITY,4350,QLD
TOOWOOMBA DC,4350,QLD
TOOWOOMBA EAST,4350,QLD
TOOWOOMBA SOUTH,4350,QLD
TOOWOOMBA VILLAGE FAIR,4350,QLD
TOOWOOMBA WEST,4350,QLD
TOP CAMP,4350,QLD
TORRINGTON,4350,QLD
WELLCAMP,4350,QLD
WESTBROOK,4350,QLD
WILSONTON,4350,QLD
WILSONTON HEIGHTS,4350,QLD
WYALLA PLAZA,4350,QLD
BALLARD,4352,QLD
BAPAUME,4352,QLD
BIRNAM,4352,QLD
BLANCHVIEW,4352,QLD
BRANCHVIEW,4352,QLD
CABARLAH,4352,QLD
CAWDOR,4352,QLD
CEMENT MILLS,4352,QLD
COALBANK,4352,QLD
CONDAMINE PLAINS,4352,QLD
CUTELLA,4352,QLD
DERRYMORE,4352,QLD
DJUAN,4352,QLD
DOCTOR CREEK,4352,QLD
EVERGREEN,4352,QLD
FIFTEEN MILE,4352,QLD
GEHAM,4352,QLD
GLENCOE,4352,QLD
GORE,4352,QLD
GOWRIE JUNCTION,4352,QLD
GOWRIE LITTLE PLAIN,4352,QLD
GRAPETREE,4352,QLD
GROOMSVILLE,4352,QLD
HAMPTON,4352,QLD
HIGHFIELDS,4352,QLD
HIGHGROVE,4352,QLD
HODGSON VALE,4352,QLD
KARARA,4352,QLD
KLEINTON,4352,QLD
KULPI,4352,QLD
KURROWAH,4352,QLD
LILYVALE,4352,QLD
MACLAGAN,4352,QLD
MALLING,4352,QLD
MERINGANDAN,4352,QLD
MERINGANDAN WEST,4352,QLD
MERRITTS CREEK,4352,QLD
MOUNT LUKE,4352,QLD
MUNIGANEEN,4352,QLD
MURPHYS CREEK,4352,QLD
NARKO,4352,QLD
NORTH MACLAGAN,4352,QLD
NUTGROVE,4352,QLD
OMAN AMA,4352,QLD
PALMTREE,4352,QLD
PAMPAS,4352,QLD
PECHEY,4352,QLD
PERANGA,4352,QLD
PERSEVERANCE,4352,QLD
POSTMANS RIDGE,4352,QLD
POZIERES,4352,QLD
PRESTON,4352,QLD
RANGEMORE,4352,QLD
RAVENSBOURNE,4352,QLD
SILVER RIDGE,4352,QLD
SPRING BLUFF,4352,QLD
ST AUBYN,4352,QLD
THORNVILLE,4352,QLD
TOOWOOMBA MC,4352,QLD
TUMMAVILLE,4352,QLD
UMBIRAM,4352,QLD
UPPER LOCKYER,4352,QLD
VALE VIEW,4352,QLD
WHICHELLO,4352,QLD
WHITE MOUNTAIN,4352,QLD
WITHCOTT,4352,QLD
WOODLEIGH,4352,QLD
WOOLMER,4352,QLD
WUTUL,4352,QLD
WYREEMA,4352,QLD
YALANGUR,4352,QLD
YANDILLA,4352,QLD
BERGEN,4353,QLD
EAST COOYAR,4353,QLD
HADEN,4353,QLD
DOUGLAS,4354,QLD
GOOMBUNGEE,4354,QLD
KILBIRNIE,4354,QLD
ANDURAMBA,4355,QLD
CRESSBROOK CREEK,4355,QLD
CROWS NEST,4355,QLD
EMU CREEK,4355,QLD
GLENAVEN,4355,QLD
JONES GULLY,4355,QLD
MOUNTAIN CAMP,4355,QLD
PIERCES CREEK,4355,QLD
PINELANDS,4355,QLD
PLAINBY,4355,QLD
THE BLUFF,4355,QLD
UPPER PINELANDS,4355,QLD
BONGEEN,4356,QLD
BROXBURN,4356,QLD
EVANSLEA,4356,QLD
IRONGATE,4356,QLD
KINCORA,4356,QLD
LINTHORPE,4356,QLD
MOTLEY,4356,QLD
MOUNT TYSON,4356,QLD
NORTH BRANCH,4356,QLD
NORWIN,4356,QLD
PITTSWORTH,4356,QLD
PURRAWUNDA,4356,QLD
ROSSVALE,4356,QLD
SCRUBBY MOUNTAIN,4356,QLD
SPRINGSIDE,4356,QLD
ST HELENS,4356,QLD
STONELEIGH,4356,QLD
YARRANLEA,4356,QLD
BRINGALILY,4357,QLD
BULLI CREEK,4357,QLD
CANNING CREEK,4357,QLD
CAPTAINS MOUNTAIN,4357,QLD
CLONTARF,4357,QLD
CONDAMINE FARMS,4357,QLD
CYPRESS GARDENS,4357,QLD
DOMVILLE,4357,QLD
FOREST RIDGE,4357,QLD
GRAYS GATE,4357,QLD
KOOROONGARRA,4357,QLD
LAVELLE,4357,QLD
LEMONTREE,4357,QLD
MILLMERRAN,4357,QLD
MILLMERRAN DOWNS,4357,QLD
MILLMERRAN WOODS,4357,QLD
MILLWOOD,4357,QLD
MOUNT EMLYN,4357,QLD
PUNCHS CREEK,4357,QLD
ROCKY CREEK,4357,QLD
STONEHENGE,4357,QLD
THE PINES,4357,QLD
TURALLIN,4357,QLD
WATTLE RIDGE,4357,QLD
WESTERN CREEK,4357,QLD
WOONDUL,4357,QLD
CAMBOOYA,4358,QLD
FELTON,4358,QLD
FELTON SOUTH,4358,QLD
RAMSAY,4358,QLD
BUDGEE,4359,QLD
EAST GREENMOUNT,4359,QLD
GREENMOUNT,4359,QLD
HIRSTGLEN,4359,QLD
WEST HALDON,4359,QLD
NOBBY,4360,QLD
BACK PLAINS,4361,QLD
CLIFTON,4361,QLD
ELLANGOWAN,4361,QLD
ELPHINSTONE,4361,QLD
HEADINGTON HILL,4361,QLD
KINGS CREEK,4361,QLD
MANAPOURI,4361,QLD
MISSEN FLAT,4361,QLD
MOUNT MOLAR,4361,QLD
NEVILTON,4361,QLD
PILTON,4361,QLD
RYEFORD,4361,QLD
SANDY CAMP,4361,QLD
SPRING CREEK,4361,QLD
UPPER PILTON,4361,QLD
VICTORIA HILL,4361,QLD
ALLORA,4362,QLD
BERAT,4362,QLD
DEUCHAR,4362,QLD
ELLINTHORP,4362,QLD
GOOMBURRA,4362,QLD
HENDON,4362,QLD
MOUNT MARSHALL,4362,QLD
TALGAI,4362,QLD
SOUTHBROOK,4363,QLD
BROOKSTEAD,4364,QLD
LEYBURN,4365,QLD
ALLAN,4370,QLD
BONY MOUNTAIN,4370,QLD
CANNINGVALE,4370,QLD
CHERRY GULLY,4370,QLD
CLINTONVALE,4370,QLD
CUNNINGHAM,4370,QLD
DANDEROO,4370,QLD
ELBOW VALLEY,4370,QLD
FREESTONE,4370,QLD
GLADFIELD,4370,QLD
GLENGALLAN,4370,QLD
GREYMARE,4370,QLD
JUNABEE,4370,QLD
LESLIE,4370,QLD
LESLIE DAM,4370,QLD
LOCH LOMOND,4370,QLD
MARYVALE,4370,QLD
MASSIE,4370,QLD
MONTROSE,4370,QLD
MORGAN PARK,4370,QLD
MOUNT COLLIERY,4370,QLD
MOUNT STURT,4370,QLD
MOUNT TABOR,4370,QLD
MURRAYS BRIDGE,4370,QLD
NORTH BRANCH,4370,QLD
PRATTEN,4370,QLD
RODGERS CREEK,4370,QLD
ROSEHILL,4370,QLD
ROSENTHAL HEIGHTS,4370,QLD
SILVERWOOD,4370,QLD
SLADEVALE,4370,QLD
SWAN CREEK,4370,QLD
THANE,4370,QLD
THANES CREEK,4370,QLD
THE GLEN,4370,QLD
THE HERMITAGE,4370,QLD
TOOLBURRA,4370,QLD
TREGONY,4370,QLD
UPPER FREESTONE,4370,QLD
UPPER WHEATVALE,4370,QLD
WARWICK,4370,QLD
WARWICK DC,4370,QLD
WHEATVALE,4370,QLD
WILDASH,4370,QLD
WILLOWVALE,4370,QLD
WIYARRA,4370,QLD
WOMINA,4370,QLD
TANNYMOREL,4372,QLD
KILLARNEY,4373,QLD
THE FALLS,4373,QLD
THE HEAD,4373,QLD
COTTONVALE,4375,NSW
FLEURBAIX,4375,NSW
COTTONVALE,4375,QLD
FLEURBAIX,4375,QLD
THULIMBAH,4376,QLD
GLEN NIVEN,4377,NSW
MARYLAND,4377,NSW
THE SUMMIT,4377,NSW
GLEN NIVEN,4377,QLD
MARYLAND,4377,QLD
THE SUMMIT,4377,QLD
APPLETHORPE,4378,QLD
AMIENS,4380,NSW
AMOSFIELD,4380,NSW
BROADWATER,4380,NSW
CANNON CREEK,4380,NSW
DALCOUTH,4380,NSW
EUKEY,4380,NSW
GLENLYON,4380,NSW
GREENLANDS,4380,NSW
KYOOMBA,4380,NSW
MINGOOLA,4380,NSW
MOUNT TULLY,4380,NSW
NUNDUBBERMERE,4380,NSW
PIKEDALE,4380,NSW
PIKES CREEK,4380,NSW
RUBY CREEK,4380,NSW
SEVERNLEA,4380,NSW
SPRINGDALE,4380,NSW
STANTHORPE,4380,NSW
STORM KING,4380,NSW
SUGARLOAF,4380,NSW
THORNDALE,4380,NSW
UNDERCLIFFE,4380,NSW
AMIENS,4380,QLD
AMOSFIELD,4380,QLD
BROADWATER,4380,QLD
CANNON CREEK,4380,QLD
DALCOUTH,4380,QLD
EUKEY,4380,QLD
GLENLYON,4380,QLD
GREENLANDS,4380,QLD
KYOOMBA,4380,QLD
MINGOOLA,4380,QLD
MOUNT TULLY,4380,QLD
NUNDUBBERMERE,4380,QLD
PIKEDALE,4380,QLD
PIKES CREEK,4380,QLD
RUBY CREEK,4380,QLD
SEVERNLEA,4380,QLD
SPRINGDALE,4380,QLD
STANTHORPE,4380,QLD
STORM KING,4380,QLD
SUGARLOAF,4380,QLD
THORNDALE,4380,QLD
UNDERCLIFFE,4380,QLD
FLETCHER,4381,QLD
GLEN APLIN,4381,QLD
BALLANDEAN,4382,QLD
GIRRAWEEN,4382,QLD
LYRA,4382,QLD
SOMME,4382,QLD
WYBERBA,4382,QLD
JENNINGS,4383,NSW
WALLANGARRA,4383,NSW
JENNINGS,4383,QLD
WALLANGARRA,4383,QLD
LIMEVALE,4384,QLD
BEEBO,4385,NSW
BONSHAW,4385,NSW
CAMP CREEK,4385,NSW
GLENARBON,4385,NSW
MAIDENHEAD,4385,NSW
RIVERTON,4385,NSW
SILVER SPUR,4385,NSW
SMITHLEA,4385,NSW
TEXAS,4385,NSW
WATSONS CROSSING,4385,NSW
BEEBO,4385,QLD
BONSHAW,4385,QLD
CAMP CREEK,4385,QLD
GLENARBON,4385,QLD
MAIDENHEAD,4385,QLD
RIVERTON,4385,QLD
SILVER SPUR,4385,QLD
SMITHLEA,4385,QLD
TEXAS,4385,QLD
WATSONS CROSSING,4385,QLD
BRUSH CREEK,4387,QLD
BYBERA,4387,QLD
COOLMUNDA,4387,QLD
GREENUP,4387,QLD
INGLEWOOD,4387,QLD
MOSQUITO CREEK,4387,QLD
TERRICA,4387,QLD
WARROO,4387,QLD
WHETSTONE,4387,QLD
BILLA BILLA,4390,QLD
CALINGUNEE,4390,QLD
CALLANDOON,4390,QLD
GOODAR,4390,QLD
GOONDIWINDI,4390,QLD
KINDON,4390,QLD
LUNDAVRA,4390,QLD
WONDALLI,4390,QLD
WYAGA,4390,QLD
YAGABURNE,4390,QLD
KINGSTHORPE,4400,QLD
COOYAR,4402,QLD
KOORALGIN,4402,QLD
UPPER COOYAR CREEK,4402,QLD
BRYMAROO,4403,QLD
JONDARYAN,4403,QLD
MALU,4403,QLD
MOUNT MORIAH,4403,QLD
QUINALOW,4403,QLD
WEST PRAIRIE,4403,QLD
BLAXLAND,4405,QLD
BUNYA MOUNTAINS,4405,QLD
DALBY,4405,QLD
DUCKLO,4405,QLD
GRASSDALE,4405,QLD
MARMADUA,4405,QLD
PIRRINUAN,4405,QLD
RANGES BRIDGE,4405,QLD
ST RUTH,4405,QLD
TIPTON,4405,QLD
WERANGA,4405,QLD
BOONDANDILLA,4406,QLD
HANNAFORD,4406,QLD
JIMBOUR,4406,QLD
KAIMKILLENBUN,4406,QLD
KOGAN,4406,QLD
MACALISTER,4406,QLD
MOONIE,4406,QLD
SOUTHWOOD,4406,QLD
THE GUMS,4406,QLD
WEIR RIVER,4406,QLD
CATTLE CREEK,4407,QLD
CECIL PLAINS,4407,QLD
DUNMORE,4407,QLD
NANGWEE,4407,QLD
BELL,4408,QLD
JANDOWAE,4410,QLD
WARRA,4411,QLD
BRIGALOW,4412,QLD
BAKING BOARD,4413,QLD
BOONARGA,4413,QLD
BURNCLUITH,4413,QLD
CANAGA,4413,QLD
CHANCES PLAIN,4413,QLD
CHINCHILLA,4413,QLD
DURAH,4413,QLD
HOPELAND,4413,QLD
MONTROSE,4413,QLD
WIEAMBILLA,4413,QLD
COLUMBOOLA,4415,QLD
DALWOGON,4415,QLD
GURULMUNDI,4415,QLD
HOOKSWOOD,4415,QLD
KOWGURAN,4415,QLD
MILES,4415,QLD
MYALL PARK,4415,QLD
PELHAM,4415,QLD
BARRAMORNIE,4416,QLD
CONDAMINE,4416,QLD
MORABY,4416,QLD
NANGRAM,4416,QLD
PINE HILLS,4416,QLD
SUNNYSIDE,4416,QLD
YULABILLA,4416,QLD
NOORINDOO,4417,QLD
OBERINA,4417,QLD
PARKNOOK,4417,QLD
SURAT,4417,QLD
WARKON,4417,QLD
WELLESLEY,4417,QLD
WERIBONE,4417,QLD
GULUGUBA,4418,QLD
COCKATOO,4419,QLD
GROSMONT,4419,QLD
WANDOAN,4419,QLD
GORANBA,4421,QLD
TARA,4421,QLD
COOMRITH,4422,QLD
FLINTON,4422,QLD
INGLESTONE,4422,QLD
MEANDARRA,4422,QLD
WESTMAR,4422,QLD
DRILLHAM,4424,QLD
DRILLHAM SOUTH,4424,QLD
GLENAUBYN,4424,QLD
BOGANDILLA,4425,QLD
DULACCA,4425,QLD
CLIFFORD,4427,QLD
YULEBA,4427,QLD
YULEBA NORTH,4427,QLD
YULEBA SOUTH,4427,QLD
PICKANJINNIE,4428,QLD
WALLUMBILLA,4428,QLD
WALLUMBILLA NORTH,4428,QLD
WALLUMBILLA SOUTH,4428,QLD
BAFFLE WEST,4454,QLD
BEILBA,4454,QLD
DURHAM DOWNS,4454,QLD
HIGHLAND PLAINS,4454,QLD
HUTTON CREEK,4454,QLD
INJUNE,4454,QLD
MOUNT HUTTON,4454,QLD
PONY HILLS,4454,QLD
SIMMIE,4454,QLD
UPPER DAWSON,4454,QLD
WESTGROVE,4454,QLD
BALLAROO,4455,QLD
BLYTHDALE,4455,QLD
BUNGEWORGORAI,4455,QLD
BUNGIL,4455,QLD
BYMOUNT,4455,QLD
CORNWALL,4455,QLD
DARGAL ROAD,4455,QLD
EUMAMURRIN,4455,QLD
EUTHULLA,4455,QLD
GUNNEWIN,4455,QLD
HODGSON,4455,QLD
MOOGA,4455,QLD
MOUNT ABUNDANCE,4455,QLD
MOUNT BINDANGO,4455,QLD
ORALLO,4455,QLD
ORANGE HILL,4455,QLD
ROMA,4455,QLD
TINGUN,4455,QLD
WYCOMBE,4455,QLD
MUCKADILLA,4461,QLD
AMBY,4462,QLD
DUNKELD,4465,QLD
FORESTVALE,4465,QLD
MITCHELL,4465,QLD
V GATE,4465,QLD
WOMALILLA,4465,QLD
MUNGALLALA,4467,QLD
REDFORD,4467,QLD
TYRCONNEL,4467,QLD
CLARA CREEK,4468,QLD
MORVEN,4468,QLD
BAKERS BEND,4470,QLD
CHARLEVILLE,4470,QLD
GOWRIE STATION,4470,QLD
LANGLO,4470,QLD
MURWEH,4470,QLD
RIVERSLEIGH,4470,QLD
CLAVERTON,4471,QLD
BLACKALL,4472,QLD
MOUNT ENNISKILLEN,4472,QLD
ADAVALE,4474,QLD
AUGATHELLA,4477,QLD
UPPER WARREGO,4477,QLD
BAYRICK,4478,QLD
CALDERVALE,4478,QLD
LANSDOWNE,4478,QLD
LUMEAH,4478,QLD
MACFARLANE,4478,QLD
MINNIE DOWNS,4478,QLD
TAMBO,4478,QLD
WINDEYER,4478,QLD
YANDARLO,4478,QLD
EROMANGA,4480,QLD
QUILPIE,4480,QLD
FARRARS CREEK,4481,QLD
TANBAR,4481,QLD
WINDORAH,4481,QLD
DIRRANBANDI,4486,QLD
HEBEL,4486,QLD
BEGONIA,4487,QLD
ST GEORGE,4487,QLD
BOLLON,4488,QLD
NEBINE,4488,QLD
WYANDRA,4489,QLD
BARRINGUN,4490,QLD
COONGOOLA,4490,QLD
CUNNAMULLA,4490,QLD
CUTTABURRA,4490,QLD
HUMEBURN,4490,QLD
JOBS GATE,4490,QLD
LINDEN,4490,QLD
NOORAMA,4490,QLD
TUEN,4490,QLD
WIDGEEGOARA,4490,QLD
YOWAH,4490,QLD
EULO,4491,QLD
BULLAWARRA,4492,QLD
BULLOO DOWNS,4492,QLD
DYNEVOR,4492,QLD
NOCKATUNGA,4492,QLD
NORLEY,4492,QLD
THARGOMINDAH,4492,QLD
HUNGERFORD,4493,QLD
BUNGUNYA,4494,QLD
NORTH BUNGUNYA,4494,QLD
TARAWERA,4494,QLD
NORTH TALWOOD,4496,QLD
SOUTH TALWOOD,4496,QLD
TALWOOD,4496,QLD
DAYMAR,4497,QLD
THALLON,4497,QLD
WEENGALLON,4497,QLD
KIOMA,4498,QLD
TOOBEAH,4498,QLD
BRAY PARK,4500,QLD
BRENDALE,4500,QLD
BRENDALE BC,4500,QLD
BRENDALE DC,4500,QLD
CASHMERE,4500,QLD
CLEAR MOUNTAIN,4500,QLD
JOYNER,4500,QLD
STRATHPINE,4500,QLD
STRATHPINE CENTRE,4500,QLD
WARNER,4500,QLD
LAWNTON,4501,QLD
PETRIE,4502,QLD
DAKABIN,4503,QLD
GRIFFIN,4503,QLD
KALLANGUR,4503,QLD
KURWONGBAH,4503,QLD
MURRUMBA DOWNS,4503,QLD
WHITESIDE,4503,QLD
BURPENGARY,4505,QLD
BURPENGARY DC,4505,QLD
BURPENGARY EAST,4505,QLD
MOORINA,4506,QLD
MORAYFIELD,4506,QLD
DECEPTION BAY,4508,QLD
MANGO HILL,4509,QLD
NORTH LAKES,4509,QLD
BEACHMERE,4510,QLD
BELLMERE,4510,QLD
CABOOLTURE,4510,QLD
CABOOLTURE BC,4510,QLD
CABOOLTURE SOUTH,4510,QLD
DONNYBROOK,4510,QLD
MELDALE,4510,QLD
MOODLU,4510,QLD
ROCKSBERG,4510,QLD
TOORBUL,4510,QLD
UPPER CABOOLTURE,4510,QLD
GODWIN BEACH,4511,QLD
NINGI,4511,QLD
SANDSTONE POINT,4511,QLD
BRACALBA,4512,QLD
WAMURAN,4512,QLD
WAMURAN BASIN,4512,QLD
BELLTHORPE,4514,QLD
CEDARTON,4514,QLD
COMMISSIONERS FLAT,4514,QLD
D'AGUILAR,4514,QLD
DELANEYS CREEK,4514,QLD
MOUNT ARCHER,4514,QLD
MOUNT DELANEY,4514,QLD
NEURUM,4514,QLD
STANMORE,4514,QLD
STONY CREEK,4514,QLD
VILLENEUVE,4514,QLD
WOODFORD,4514,QLD
GLENFERN,4515,QLD
HAZELDEAN,4515,QLD
JIMNA,4515,QLD
KILCOY,4515,QLD
KINGAHAM,4515,QLD
MONSILDALE,4515,QLD
MOUNT KILCOY,4515,QLD
ROYSTON,4515,QLD
SANDY CREEK,4515,QLD
SHEEP STATION CREEK,4515,QLD
WINYA,4515,QLD
WOOLMAR,4515,QLD
ELIMBAH,4516,QLD
BEERBURRUM,4517,QLD
GLASS HOUSE MOUNTAINS,4518,QLD
BEERWAH,4519,QLD
COOCHIN CREEK,4519,QLD
CROHAMHURST,4519,QLD
PEACHESTER,4519,QLD
ARMSTRONG CREEK,4520,QLD
CAMP MOUNTAIN,4520,QLD
CEDAR CREEK,4520,QLD
CLOSEBURN,4520,QLD
DRAPER,4520,QLD
ENOGGERA RESERVOIR,4520,QLD
HIGHVALE,4520,QLD
JOLLYS LOOKOUT,4520,QLD
KOBBLE CREEK,4520,QLD
MOUNT GLORIOUS,4520,QLD
MOUNT NEBO,4520,QLD
MOUNT SAMSON,4520,QLD
SAMFORD,4520,QLD
SAMFORD VALLEY,4520,QLD
SAMFORD VILLAGE,4520,QLD
SAMSONVALE,4520,QLD
WIGHTS MOUNTAIN,4520,QLD
YUGAR,4520,QLD
CAMPBELLS POCKET,4521,QLD
DAYBORO,4521,QLD
KING SCRUB,4521,QLD
LACEYS CREEK,4521,QLD
MOUNT MEE,4521,QLD
MOUNT PLEASANT,4521,QLD
OCEAN VIEW,4521,QLD
RUSH CREEK,4521,QLD
LANDSBOROUGH,4550,QLD
MOUNT MELLUM,4550,QLD
AROONA,4551,QLD
BATTERY HILL,4551,QLD
BELLS CREEK,4551,QLD
CALOUNDRA,4551,QLD
CALOUNDRA BC,4551,QLD
CALOUNDRA DC,4551,QLD
CALOUNDRA WEST,4551,QLD
CURRIMUNDI,4551,QLD
DICKY BEACH,4551,QLD
GOLDEN BEACH,4551,QLD
KINGS BEACH,4551,QLD
LITTLE MOUNTAIN,4551,QLD
MERIDAN PLAINS,4551,QLD
MOFFAT BEACH,4551,QLD
PELICAN WATERS,4551,QLD
SHELLY BEACH,4551,QLD
BALD KNOB,4552,QLD
BALMORAL RIDGE,4552,QLD
BOOROOBIN,4552,QLD
CAMBROON,4552,QLD
CONONDALE,4552,QLD
CRYSTAL WATERS,4552,QLD
CURRAMORE,4552,QLD
ELAMAN CREEK,4552,QLD
HARPER CREEK,4552,QLD
MALENY,4552,QLD
NORTH MALENY,4552,QLD
REESVILLE,4552,QLD
WITTA,4552,QLD
WOOTHA,4552,QLD
EUDLO,4554,QLD
ILKLEY,4554,QLD
CHEVALLUM,4555,QLD
HUNCHY,4555,QLD
LANDERS SHOOT,4555,QLD
PALMWOODS,4555,QLD
MOOLOOLABA,4557,QLD
MOUNTAIN CREEK,4557,QLD
COTTON TREE,4558,QLD
KULUIN,4558,QLD
MAROOCHYDORE,4558,QLD
MAROOCHYDORE BC,4558,QLD
MAROOCHYDORE DC,4558,QLD
SUNSHINE PLAZA,4558,QLD
BLI BLI,4560,QLD
BURNSIDE,4560,QLD
COES CREEK,4560,QLD
COOLOOLABIN,4560,QLD
DULONG,4560,QLD
FLAXTON,4560,QLD
HIGHWORTH,4560,QLD
IMAGE FLAT,4560,QLD
KIAMBA,4560,QLD
KULANGOOR,4560,QLD
KUREELPA,4560,QLD
MAPLETON,4560,QLD
MONTVILLE,4560,QLD
NAMBOUR,4560,QLD
NAMBOUR BC,4560,QLD
NAMBOUR DC,4560,QLD
NAMBOUR WEST,4560,QLD
PARKLANDS,4560,QLD
PERWILLOWEN,4560,QLD
ROSEMOUNT,4560,QLD
SUNSHINE COAST MC,4560,QLD
TOWEN MOUNTAIN,4560,QLD
BRIDGES,4561,QLD
MAROOCHY RIVER,4561,QLD
NINDERRY,4561,QLD
NORTH ARM,4561,QLD
VALDORA,4561,QLD
YANDINA,4561,QLD
YANDINA CREEK,4561,QLD
BELLI PARK,4562,QLD
DOONAN,4562,QLD
EERWAH VALE,4562,QLD
EUMUNDI,4562,QLD
VERRIERDALE,4562,QLD
WEYBA DOWNS,4562,QLD
BLACK MOUNTAIN,4563,QLD
CARTERS RIDGE,4563,QLD
